HO_List,,,,,,,,,,,,
7,8,10,11,12,16,17,18,19,20,21,22,23
Band List,Band Support,Subgroup,Priority,,,,,,,,,
NI,,1,1,,,,,,,,,
NI-M,,1,1000,,,,,,,,,
BA,,2,1,,,,,,,,,
WiFi,,3,1000,,,,,,,,,
G1900,,4,1,,,,,,,,,
G1800,,4,2,,,,,,,,,
G900,,4,3,,,,,,,,,
G850,,4,4,,,,,,,,,
G850-G1900,,5,1,,,,,,,,,
G900-G1800,,5,2,,,,,,,,,
U02,,6,1,,,,,,,,,
U01,,6,2,,,,,,,,,
U05,,6,3,,,,,,,,,
U04,,6,4,,,,,,,,,
U08,,6,5,,,,,,,,,
U06,,6,6,,,,,,,,,
U03,,6,1000,,,,,,,,,
U09,,6,1000,,,,,,,,,
U19,,6,1000,,,,,,,,,
U02-U05,,7,1,,,,,,,,,
U02-U04,,7,2,,,,,,,,,
U02-U01,,7,3,,,,,,,,,
U04-U02,,7,4,,,,,,,,,
U04-U05,,7,5,,,,,,,,,
U05-U02,,7,6,,,,,,,,,
U05-U04,,7,7,,,,,,,,,
U05-U01,,7,8,,,,,,,,,
U01-U02,,7,9,,,,,,,,,
U01-U05,,7,10,,,,,,,,,
U01-U08,,7,11,,,,,,,,,
U01-U06,,7,12,,,,,,,,,
U01-U04,,7,13,,,,,,,,,
U04-U01,,7,14,,,,,,,,,
U01-U03,,7,1000,,,,,,,,,
U01-U09,,7,1000,,,,,,,,,
U03-U08,,7,1000,,,,,,,,,
U01-G1900-U01,,8,1,,,,,,,,,
U01-G850-U01,,8,2,,,,,,,,,
U02-G900-U02,,8,3,,,,,,,,,
U02-G900-U05,,8,4,,,,,,,,,
U02-G1800-U02,,8,5,,,,,,,,,
U02-G1800-U05,,8,6,,,,,,,,,
U04-G900-U04,,8,7,,,,,,,,,
U04-G1800-U04,,8,8,,,,,,,,,
U05-G900-U05,,8,9,,,,,,,,,
U05-G1800-U05,,8,10,,,,,,,,,
U02-G900,,8,11,,,,,,,,,
U02-G1900,,8,12,,,,,,,,,
U02-G850,,8,13,,,,,,,,,
U01-G1800,,8,14,,,,,,,,,
U01-G900,,8,15,,,,,,,,,
U05-G1900,,8,16,,,,,,,,,
U05-G850,,8,17,,,,,,,,,
U04-G1900,,8,18,,,,,,,,,
U04-G850,,8,19,,,,,,,,,
U08-G1800,,8,20,,,,,,,,,
U08-G900,,8,21,,,,,,,,,
U02-G900-U04,,8,22,,,,,,,,,
U02-G1800-U04,,8,23,,,,,,,,,
U05-G900-U04,,8,24,,,,,,,,,
U05-G1800-U04,,8,25,,,,,,,,,
U03-G900,,8,1000,,,,,,,,,
U03-G1800,,8,1000,,,,,,,,,
UA,,9,1,,,,,,,,,
UF,,9,2,,,,,,,,,
UE,,9,1000,,,,,,,,,
UA-UF,,10,1,,,,,,,,,
UF-UA,,10,2,,,,,,,,,
UA-UE,,10,1000,,,,,,,,,
UE-UA,,10,1000,,,,,,,,,
UE-UF,,10,1000,,,,,,,,,
UF-UE,,10,1000,,,,,,,,,
UA-G900,,11,1,,,,,,,,,
UF-G900,,11,2,,,,,,,,,
UA-G1800,,11,3,,,,,,,,,
UF-G1800,,11,4,,,,,,,,,
UE-G900,,11,1000,,,,,,,,,
UE-G1800,,11,1000,,,,,,,,,
DB_I-VIII,,12,1000,,,,,,,,,
DB_I-3-VIII-1,,12,1000,,,,,,,,,
DB_I-2-VIII-2,,12,1000,,,,,,,,,
DB_I-2-VIII-1,,12,1000,,,,,,,,,
DB_I-1-VIII-2,,12,1000,,,,,,,,,
SB_I-3,,12,1000,,,,,,,,,
C00,,13,1000,,,,,,,,,
C01,,13,1000,,,,,,,,,
C04,,13,1000,,,,,,,,,
C06,,13,1000,,,,,,,,,
C10,,13,1000,,,,,,,,,
C15,,13,1000,,,,,,,,,
E04,,14,1,,,,,,,,,
E17,,14,2,,,,,,,,,
E07,,14,3,,,,,,,,,
E03,,14,4,,,,,,,,,
E05,,14,5,,,,,,,,,
E13,,14,6,,,,,,,,,
E12,,14,7,,,,,,,,,
E02,,14,8,,,,,,,,,
E25,,14,9,,,,,,,,,
E01,,14,10,,,,,,,,,
E30,,14,11,,,,,,,,,
E66,,14,12,,,,,,,,,
E20,,14,13,,,,,,,,,
E19,,14,14,,,,,,,,,
E08,,14,15,,,,,,,,,
E18,,14,16,,,,,,,,,
E26,,14,17,,,,,,,,,
E28,,14,18,,,,,,,,,
E29,,14,19,,,,,,,,,
E09,,14,20,,,,,,,,,
E71,,14,21,,,,,,,,,
E11,,14,1000,,,,,,,,,
E14,,14,1000,,,,,,,,,
E21,,14,1000,,,,,,,,,
E24,,14,1000,,,,,,,,,
E27,,14,1000,,,,,,,,,
E31,,14,1000,,,,,,,,,
E32,,14,1000,,,,,,,,,
E01M,,14,1000,,,,,,,,,
E02M,,14,1000,,,,,,,,,
E03M,,14,1000,,,,,,,,,
E04M,,14,1000,,,,,,,,,
E05M,,14,1000,,,,,,,,,
E07M,,14,1000,,,,,,,,,
E08M,,14,1000,,,,,,,,,
E09M,,14,1000,,,,,,,,,
E11M,,14,1000,,,,,,,,,
E12M,,14,1000,,,,,,,,,
E13M,,14,1000,,,,,,,,,
E14M,,14,1000,,,,,,,,,
E17M,,14,1000,,,,,,,,,
E18M,,14,1000,,,,,,,,,
E19M,,14,1000,,,,,,,,,
E20M,,14,1000,,,,,,,,,
E21M,,14,1000,,,,,,,,,
E24M,,14,1000,,,,,,,,,
E25M,,14,1000,,,,,,,,,
E26M,,14,1000,,,,,,,,,
E27M,,14,1000,,,,,,,,,
E28M,,14,1000,,,,,,,,,
E29M,,14,1000,,,,,,,,,
E30M,,14,1000,,,,,,,,,
E31M,,14,1000,,,,,,,,,
E32M,,14,1000,,,,,,,,,
E66M,,14,1000,,,,,,,,,
E41,,15,1,,,,,,,,,
E39,,15,2,,,,,,,,,
E40,,15,3,,,,,,,,,
E38,,15,4,,,,,,,,,
E34,,15,5,,,,,,,,,
E46,,15,6,,,,,,,,,
E48,,15,7,,,,,,,,,
E49,,15,8,,,,,,,,,
E42,,15,1000,,,,,,,,,
E41HP,,15,1000,,,,,,,,,
E34M,,15,1000,,,,,,,,,
E38M,,15,1000,,,,,,,,,
E39M,,15,1000,,,,,,,,,
E40M,,15,1000,,,,,,,,,
E41M,,15,1000,,,,,,,,,
E42M,,15,1000,,,,,,,,,
E04-E17,,16,1,,,,,,,,,
E01-E05,,16,2,,,,,,,,,
E01-E18,,16,3,,,,,,,,,
E01-E19,,16,4,,,,,,,,,
E01-E26,,16,5,,,,,,,,,
E02-E05,,16,6,,,,,,,,,
E03-E05,,16,7,,,,,,,,,
E03-E08,,16,8,,,,,,,,,
E03-E20,,16,9,,,,,,,,,
E05-E01,,16,10,,,,,,,,,
E05-E03,,16,11,,,,,,,,,
E08-E03,,16,12,,,,,,,,,
E18-E01,,16,13,,,,,,,,,
E19-E01,,16,14,,,,,,,,,
E20-E03,,16,15,,,,,,,,,
E25-E26,,16,16,,,,,,,,,
E26-E01,,16,17,,,,,,,,,
E26-E25,,16,18,,,,,,,,,
E03-E07,,16,19,,,,,,,,,
E07-E02,,16,20,,,,,,,,,
E07-E03,,16,21,,,,,,,,,
E07-E05,,16,22,,,,,,,,,
E07-E20,,16,23,,,,,,,,,
E20-E07,,16,24,,,,,,,,,
E04-E02,,16,25,,,,,,,,,
E04-E05,,16,26,,,,,,,,,
E04-E07,,16,27,,,,,,,,,
E04-E12,,16,28,,,,,,,,,
E04-E13,,16,29,,,,,,,,,
E12-E02,,16,30,,,,,,,,,
E12-E04,,16,31,,,,,,,,,
E12-E05,,16,32,,,,,,,,,
E12-E13,,16,33,,,,,,,,,
E12-E17,,16,34,,,,,,,,,
E13-E04,,16,35,,,,,,,,,
E13-E07,,16,36,,,,,,,,,
E13-E12,,16,37,,,,,,,,,
E17-E02,,16,38,,,,,,,,,
E17-E04,,16,39,,,,,,,,,
E17-E05,,16,40,,,,,,,,,
E01-E28,,16,41,,,,,,,,,
E19-E28,,16,42,,,,,,,,,
E26-E28,,16,43,,,,,,,,,
E28-E01,,16,44,,,,,,,,,
E28-E19,,16,45,,,,,,,,,
E30-E02,,16,46,,,,,,,,,
E30-E04,,16,47,,,,,,,,,
E30-E05,,16,48,,,,,,,,,
E30-E12,,16,49,,,,,,,,,
