46.1.2.2.1.3	
26.8.1.4.5.2	
26.6.8.1	
26.8.1.3.4.2	
26.6.8.3	
51.2.1.1	
42.3.1.2.3	
12.2.1	
41.6.2.2	
43.1.1.5	
13.17.4a	
41.2.5.2	
52.4	
42.2.4.3.1	
26.9.6.1.2	
26.7.4.5.5.1	E1
46.2.2.1.5	
42.5.4.3	
51.2.3.5	
26.7.4.5.5.4	E1
51.2.3.7	
51.6.1	
51.2.3.9	
29.3.2.6.2	
14.5.1.5	
45.4.1	R1, X1
14.5.1.7	
51.1.4.1	
27.17.2.1.2-3.2	
14.20.10	
84.10.4.1	
44.2.1.1.8	X1
45.3.2.1	
41.5.2.2-1	
27.16	
70.16.6-9	
26.22.1	
52.1.2.1.9.2.3	
70.16.8-1	
45.4.4	X1
27.19	
14.18.5b	
27.10-6	
81.3.1.2	
26.8.1.2.5.2	R1
14.8.2	
26.6.11.3	
26.8.1.2.5.6	
41.5.1.1.2.3.4	
26.8.1.2.5.8	
11.1.2	
27.10-8	
46.1.2.2.2.2	
81.2.3.2	
26.6.13.4	E1
26.6.13.7	E1
26.6.13.1	E1
29.3.2.6.8	
41.5.1.1.3	
14.5.1.1a	
26.8.1.2.4.11	
42.5.5.2	
26.6.13.9	E1
46.2.2.1.3	
13.17.3b	
26.7.5.4	E1
83.1.1.1	
26.7.5.6	E1
58a.1.13	
26.8.1.2.4.13	
51.2.2.2	
26.8.1.2.3.6	
26.8.1.2.3.4	
26.8.1.2.3.2	R1
45.2.3	
26.21.6-4	
83.5.1.1	
12.4.1	
41.5.5.3	
46.1.2.7.3-1	
41.5.5.1	
41.2.7.2	
26.12.2.1-15	
30.8	R1
26.12.2.1-13	
26.12.2.1-11	
51.3.4.2	
26.8.1.4.1.1	
51.5.1.2.1.1-1	
26.10.2.2	L5
26.18.1	
70.4.2.1	
34.4.8.2	
70.16.5.2-9	
42.2.2.11.2	
51.2.6.5	
26.8.1.4.3.1	
51.3.6.3	
44.2.3.2.2	R1
51.3.6.5	
58e.1	
51.3.6.7	
51.3.6.9	
13.3.4.1	R2
42.4.5.4	
58b.3.2a	
26.17.3a	
31.1.1.2.2	
42.4.6.5	
13.16.3	
26.12.4	
13.16.1	L6
27.17.2.1.1-5.2	
43.4.2.1	
53.1.1.1	
46.2.2.2.1	
53.1.1.7	
53.1.1.5	
84.5.2.1	
26.8.1.2.7.3	R1
42.8.3	
26.8.1.2.7.1	R1
26.21.2-1	
26.8.1.2.7.5	
22.6	
31.1.2.2	
26.21.1-1	
26.13.1.5	
26.19.10.1	
82.2.1.1	
33.2.9	
81.2.3.6	
33.2.7	
33.2.5	
42.4.2.1.5	
26.8.1.2.9.4	
27.2	
41.3.2.1	
41.2.3.11	R6
26.8.1.2.9.2	
26.5.7.3	
70.14.6-4	
27.9	
70.13.1-3	
70.14.6-2	
45.4.3.1	X1
26.16.7	
14.10.8	
26.16.1	
14.10.4	
70.14.1-3	
14.10.6	
14.10.2	
27.17.1.4-5.1	
58b.2.1	
51.3.2.1	
52.5.5.2	
84.3.2.2	
42.2.2.5.1	
70.3.4.1	
51.1.5.2.1	
41.5.4.7-2	
42.3.3.1.2	
31.4.3.1.1	
14.4.4a	
41.2.3.2	
33.1	
26.10.2.4.2	L5
58b.2.5	
14.18.8.2a	
20.20.1	
26.2.1.2	E1
14.15	
53.1.1.21	
27.14.1	
58a.1.5	
27.14.7	
14.13	
41.5.1.1.1.3-1	
70.8.1	
41.2.6.2	R6
70.14.8.2	
84.11.3.1	
21.1	
84.5.4.1	
51.2.3.21	
70.15.6	
21.8	
81.2.6.10	
34.2.6a	
58a.1.3	
42.1.2.1.9.2.1	
84.11.1.2	
81.2.3.4	
27.18.2	
27.21.3	
26.19.5-2	
27.21.1	
42.1.2.1.17	
42.1.2.1.11	
44.2.3.1.1b	X1
31.12.5	
82.7.1.1	
14.16.4.2	
14.16.4.1	
44.2.3.3.1	R1, X1
20.24.4	
26.17.4a	
84.4.4.4	
60.1b	
46.1.2.7.5-2	
58b.2.8a	
44.2.3.1.7	L2, X1
29.2.6.3	
31.4.3.1.3	
70.8.5.4	
27.17.1.4-3.2	
30.17.2	R1
70.13.1-10	
26.11.5.1	
41.5.1.2.1.1-2	
31.6.2.5	
44.2.5.2.2	
53.1.1.11	
21.3.5	
44.2.3.1.10	X1
21.3.3	
21.3.1	R9
70.7.4.1	
70.7.4.3	
20.22.8	
14.16.1a	
47.3.1.3.1-1	
20.22.4	
20.22.6	
20.22.2	
14.18.5	
14.18.4	
41.5.3.1.1-2	
14.18.1	
26.16.4a	
51.3.6.1	
51.5.1.1.2.1-1	
53.1.1.17	
30.7.1	R1
14.18.9.2	
20.22.32.2	
25.2.1.1.3	E1
83.1.4.1	
70.16.7-1	
