R1  Redundant
R2  Redundant
R3  Redundant
R4  Redundant
R5  NotRedundant
R6  Redundant
R7  Redundant
R8  NotRedundant
R9  Redundant
R10 Redundant
R11 Redundant
R12 Redundant
